Item No.,Item Description,Ref Standard,Pack,In Stock,InTransit Qty,Special  Price euro/1000,ETA Date
632505045QS-07,DIN 6325 DIA5x45 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"17,600",0,29.68,
632512024QS-07,DIN 6325 DIA12x24 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"5,800",0,86.02,
632516032QS-07,DIN 6325 DIA16x32 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,900,0,193.15,
632520060QS-07,DIN 6325 DIA20x60 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"3,325",0,512.44,
632508026QS-07,DIN 6325 DIA8x26 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"1,600",0,43.72,
632505032QS-07,DIN 6325 DIA5x32 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"21,500",0,23.26,
632516080QS-07,DIN 6325 DIA16x80 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,10,"3,180",0,427.24,
632520040QS-07,DIN 6325 DIA20x40 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,300,0,362.63,
632505012QS-07,DIN 6325 DIA5x12 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,1000,"45,000",0,14.31,
632508018QS-07,DIN 6325 DIA8x18 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"17,600",0,33.97,
632503008QS-07,DIN 6325 DIA3x8 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,1000,"10,000",0,7.81,
632505010QS-07,DIN 6325 DIA5x10 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,1000,"54,000",0,13.41,
632510030QS-07,DIN 6325 DIA10x30 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"33,700",0,72.58,
632506010QS-07,DIN 6325 DIA6x10 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"54,500",0,16.43,
632510028QS-07,DIN 6325 DIA10x28 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"2,800",0,68.80,
632508060QS-07,DIN 6325 DIA8x60 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"5,200",0,87.18,
632506040QS-07,DIN 6325 DIA6x40 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"24,600",0,37.87,
632506045QS-07,DIN 6325 DIA6x45 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"1,200",0,41.38,
632512036QS-07,DIN 6325 DIA12x36 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,700,0,119.48,
632508030QS-07,DIN 6325 DIA8x30 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"20,400",0,48.60,
632505030QS-07,DIN 6325 DIA5x30 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"16,000",0,21.82,
632506014QS-07,DIN 6325 DIA6x14 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"21,500",0,18.79,
632506032QS-07,DIN 6325 DIA6x32 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"29,000",0,32.24,
632508028QS-07,DIN 6325 DIA8x28 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"8,100",0,46.16,
632520070QS-07,DIN 6325 DIA20x70 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"2,155",0,590.38,
632510070QS-07,DIN 6325 DIA10x70 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"1,850",0,150.13,
632510018QS-07,DIN 6325 DIA10x18 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"4,000",0,49.92,
632508024QS-07,DIN 6325 DIA8x24 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"12,200",0,41.28,
632503006QS-07,DIN 6325 DIA3x6 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,1000,"10,000",0,7.60,
632508014QS-07,DIN 6325 DIA8x14 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"9,200",0,29.10,
632508022QS-07,DIN 6325 DIA8x22 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"83,600",0,38.85,
632506020QS-07,DIN 6325 DIA6x20 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"12,500",0,22.76,
632505016QS-07,DIN 6325 DIA5x16 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"25,000",0,15.99,
632505020QS-07,DIN 6325 DIA5x20 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"24,500",0,17.56,
632505040QS-07,DIN 6325 DIA5x40 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"39,600",0,27.21,
632504020QS-07,DIN 6325 DIA4x20 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"7,000",0,13.75,
632505014QS-07,DIN 6325 DIA5x14 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"16,500",0,15.09,
632508016QS-07,DIN 6325 DIA8x16 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"5,600",0,31.53,
632508020QS-07,DIN 6325 DIA8x20 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"2,800",0,36.41,
632508040QS-07,DIN 6325 DIA8x40 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"16,600",0,61.79,
632508080QS-07,DIN 6325 DIA8x80 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"4,850",0,111.55,
632512030QS-07,DIN 6325 DIA12x30 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"1,700",0,102.24,
632516030QS-07,DIN 6325 DIA16x30 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"1,925",0,183.59,
632516036QS-07,DIN 6325 DIA16x36 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"2,525",0,212.45,
632504012QS-07,DIN 6325 DIA4x12 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,1000,"35,000",0,11.84,
632508050QS-07,DIN 6325 DIA8x50 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"13,500",0,73.98,
632506016QS-07,DIN 6325 DIA6x16 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"12,000",0,19.95,
632506008QS-07,DIN 6325 DIA6x8 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"41,000",0,18.15,
632505022QS-07,DIN 6325 DIA5x22 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"14,500",0,18.46,
632505055QS-07,DIN 6325 DIA5x55 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"2,400",0,35.24,
632504038QS-07,DIN 6325 DIA4x38 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"33,100",0,19.15,
632505025QS-07,DIN 6325 DIA5x25 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"36,000",0,19.37,
632506034QS-07,DIN 6325 DIA6x34 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"15,500",0,34.54,
632508110QS-07,DIN 6325 DIA8x110 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"2,250",0,149.12,
632510034QS-07,DIN 6325 DIA10x34 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"8,200",0,81.14,
632516140QS-07,DIN 6325 DIA16x140 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,10,"1,510",0,718.71,
632516160QS-07,DIN 6325 DIA16x160 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,10,"1,880",0,815.20,
632508010QS-07,DIN 6325 DIA8x10 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"8,000",0,30.52,
632510110QS-07,DIN 6325 DIA10x110 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"4,050",0,226.68,
632510012QS-07,DIN 6325 DIA10x12 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"9,600",0,38.59,
632508038QS-07,DIN 6325 DIA8x38 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"13,500",0,59.35,
632506070QS-07,DIN 6325 DIA6x70 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"5,400",0,60.01,
632512090QS-07,DIN 6325 DIA12x90 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"3,250",0,266.51,
632508100QS-07,DIN 6325 DIA8x100 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"4,050",0,136.93,
632508035QS-07,DIN 6325 DIA8x35 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"3,400",0,55.70,
632503050QS-07,DIN 6325 DIA3x50 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"17,500",0,24.68,
632516060QS-07,DIN 6325 DIA16x60 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"1,550",0,330.76,
632512100QS-07,DIN 6325 DIA12x100 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,800,0,293.56,
632516050QS-07,DIN 6325 DIA16x50 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"4,575",0,279.99,
632508120QS-07,DIN 6325 DIA8x120 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"2,850",0,161.31,
632514040QS-07,DIN 6325 DIA14x40 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"1,650",0,181.02,
632504045QS-07,DIN 6325 DIA4x45 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"11,500",0,21.40,
632508034QS-07,DIN 6325 DIA8x34 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"50,800",0,54.48,
632512060QS-07,DIN 6325 DIA12x60 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"2,350",0,185.39,
632503022QS-07,DIN 6325 DIA3x22 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,1000,"20,000",0,12.83,
632504022QS-07,DIN 6325 DIA4x22 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"5,500",0,14.31,
632508032QS-07,DIN 6325 DIA8x32 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"10,200",0,52.04,
632510024QS-07,DIN 6325 DIA10x24 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,700,10700,61.25,4/10/2026
632510032QS-07,DIN 6325 DIA10x32 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"21,200",0,77.36,
632510016QS-07,DIN 6325 DIA10x16 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"18,800",0,46.14,
632504016QS-07,DIN 6325 DIA4x16 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"8,500",0,12.63,
632505008QS-07,DIN 6325 DIA5x8 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,1000,"19,000",0,11.40,
632506035QS-07,DIN 6325 DIA6x35 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"5,500",0,34.80,
632520110QS-07,DIN 6325 DIA20x110 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,10,"1,240",0,892.53,
632516120QS-07,DIN 6325 DIA16x120 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,10,"1,720",0,621.99,
632514080QS-07,DIN 6325 DIA14x80 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"2,150",0,333.35,
632514090QS-07,DIN 6325 DIA14x90 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"2,225",0,371.00,
632506100QS-07,DIN 6325 DIA6x100 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"6,200",0,92.58,
632516016QS-07,DIN 6325 DIA16x16 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"3,150",0,115.96,
632510045QS-07,DIN 6325 DIA10x45 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"7,000",0,101.91,
632510025QS-07,DIN 6325 DIA10x25 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"8,700",0,63.14,
632503026QS-07,DIN 6325 DIA3x26 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,1000,"6,000",0,14.08,
632512120QS-07,DIN 6325 DIA12x120 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,900,0,347.64,
632508012QS-07,DIN 6325 DIA8x12 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"27,400",0,26.66,
632505022QS-H6,DIN 6325 DIA5x22 PARALLEL PINS 58-62 HRC GRINDING+OIL H6,DIN 6325,500,"2,000",0,18.46,
632506030QS-H6,DIN 6325 DIA6x30 PARALLEL PINS 58-62 HRC GRINDING+OIL H6,DIN 6325,100,"2,500",0,29.80,
632512110QS-07,DIN 6325 DIA12x110 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"3,350",0,320.60,
632504025QS-07,DIN 6325 DIA4X25 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"27,500",0,15.04,
632505014QS-H6,DIN 6325 DIA5x14 PARALLEL PINS 58-62 HRC GRINDING+OIL H6,DIN 6325,500,"1,000",0,15.09,
632514030QS-07,DIN 6325 DIA14x30 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,50,"7,100",0,142.88,
632514060QS-07,DIN 6325 DIA14x60 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,25,"1,825",0,258.07,
632505036QS-07,DIN 6325 DIA5x36 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"18,000",0,25.23,
632503030QS-07,DIN 6325 DIA3x30 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,500,"22,000",0,15.66,
632508065QS-07,DIN 6325 DIA8x65 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,100,"3,450",0,93.27,
632503018QS-07,DIN 6325 DIA3x18 PARALLEL PINS 58-62 HRC GRINDING+OIL m6,DIN 6325,200,"10,600",0,11.39,
065303010US-01,DIN 653 M3x10 KNURLED THUMB SCREW 5.8 BLK,DIN 653,500,"2,500",0,93.52,
065305008US-01,DIN 653 M5x8 KNURLED THUMB SCREW 5.8 BLK,DIN 653,500,"1,380",0,113.68,
065305016US-01,DIN 653 M5x16 KNURLED THUMB SCREW 5.8 BLK,DIN 653,500,200,0,131.04,
065306012US-03,DIN 653 M6x12 KNURLED THUMB SCREW 5.8 BLK,DIN 653,1000,"3,000",0,220.28,
065303008US-01,DIN 653 M3x8 KNURLED THUMB SCREW 5.8 BLK,DIN 653,500,480,0,86.91,
691212050DS-03,DIN 6912 M12x50 LOW HEAD CAP SCREW 010.9 BLK,DIN 6912,100,"1,000",0,138.00,
691210050AS-03,DIN 6912 M10x50 LOW HEAD CAP SCREW 8.8 BLK,DIN 6912,100,"7,000",0,98.05,
691205010BS-03,DIN 6912 M5x10 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,500,0,55000,9.03,4/2/2026
691205060BS-01,DIN 6912 M5x60 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,0,11400,36.95,4/10/2026
691205010BS-01,DIN 6912 M5x10 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,500,0,33000,8.86,4/30/2026
691208020DS-01,DIN 6912 M8x20 LOW HEAD CAP SCREW 010.9 ZNW,DIN 6912,200,0,14200,31.67,4/30/2026
691208016DS-01,DIN 6912 M8x16 LOW HEAD CAP SCREW 010.9 ZNW,DIN 6912,200,0,21000,25.30,4/30/2026
691208090BS-03,DIN 6912 M8x90 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,100,0,11100,104.94,4/30/2026
691208030BS-01,DIN 6912 M8x30 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,0,16600,40.25,4/30/2026
691205012BS-01,DIN 6912 M5x12 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,500,0,17500,10.06,4/10/2026
691212030BS-03,DIN 6912 M12x30 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,100,0,16500,91.57,5/5/2026
691220160BS-01,DIN 6912 M20x160 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,10,0,1075,1213.25,4/10/2026
691208035DS-03,DIN 6912 M8x35 LOW HEAD CAP SCREW 010.9 BLK,DIN 6912,200,0,16000,45.14,4/30/2026
691216035BS-01,DIN 6912 M16x35 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,0,2150,200.39,5/5/2026
691220055BS-01,DIN 6912 M20x55 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,25,0,1500,462.88,5/5/2026
691208070BS-01,DIN 6912 M8x70 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,0,2800,83.66,4/30/2026
691208090BS-01,DIN 6912 M8x90 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,0,5400,104.94,4/30/2026
691208020BS-01,DIN 6912 M8x20 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,0,23400,29.33,5/5/2026
691206050DS-01,DIN 6912 M6x50 LOW HEAD CAP SCREW 010.9 ZNW,DIN 6912,200,"12,000",0,35.71,
691208080DS-01,DIN 6912 M8x80 LOW HEAD CAP SCREW 010.9 ZNW,DIN 6912,100,"4,500",0,99.96,
691210045BS-01,DIN 6912 M10x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"5,900",0,91.14,
691220090BS-03,DIN 6912 M20x90 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,25,950,0,690.29,
691216070BS-01,DIN 6912 M16x70 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"3,575",0,350.75,
691208045BS-01,DIN 6912 M8x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"8,600",0,56.06,
691210060BS-01,DIN 6912 M10x60 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"5,100",0,115.86,
691212025BS-01,DIN 6912 M12x25 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,200,0,84.81,
691206035BS-01,DIN 6912 M6x35 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"22,800",0,24.34,
691212045BS-01,DIN 6912 M12x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"3,000",0,126.50,
691206050BS-01,DIN 6912 M6x50 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"8,600",0,33.72,
691216045BS-01,DIN 6912 M16x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"4,800",0,244.66,
691210035BS-01,DIN 6912 M10x35 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"3,200",0,73.31,
691208065BS-01,DIN 6912 M8x65 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"4,600",0,78.20,
691212035BS-01,DIN 6912 M12x35 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"10,000",0,104.94,
691210050BS-01,DIN 6912 M10x50 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"3,500",0,100.05,
691210040BS-01,DIN 6912 M10x40 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"3,800",0,81.94,
691216050BS-01,DIN 6912 M16x50 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"2,700",0,263.06,
691216040DS-03,DIN 6912 M16x40 LOW HEAD CAP SCREW 010.9 BLK,DIN 6912,50,"1,200",0,226.26,
691208050BS-01,DIN 6912 M8x50 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"8,400",0,61.81,
691208040BS-01,DIN 6912 M8x40 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"15,000",0,50.31,
691205014BS-01,DIN 6912 M5x14 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,500,"12,500",0,9.66,
691210035BS-03,DIN 6912 M10x35 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,100,100,0,71.85,
691210050BS-03,DIN 6912 M10x50 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,100,500,0,98.05,
691224120BS-01,DIN 6912 M24x120 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,10,580,0,1362.75,
691210055BS-01,DIN 6912 M10x55 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"5,300",0,108.10,
691210100BS-01,DIN 6912 M10x100 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"2,350",0,181.41,
691208100BS-01,DIN 6912 M8x100 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"2,600",0,115.58,
691212016BS-01,DIN 6912 M12x16 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"4,900",0,64.11,
691220130BS-01,DIN 6912 M20x130 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,10,980,0,983.25,
691220110BS-01,DIN 6912 M20x110 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,10,960,0,839.50,
691206020BS-03,DIN 6912 M6x20 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,500,"3,500",0,14.95,
691212050BS-01,DIN 6912 M12x50 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"3,600",0,138.00,
691212030BS-01,DIN 6912 M12x30 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"12,400",0,93.44,
691216025BS-01,DIN 6912 M16x25 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"2,100",0,162.44,
691206016BS-03S,DIN 6912 M6x16 LOW HEAD CAP SCREW 08.8 BLK F/T,DIN 6912,500,"2,000",0,13.97,
691206025BS-03S,DIN 6912 M6x25 LOW HEAD CAP SCREW 08.8 BLK F/T,DIN 6912,500,"11,000",0,17.83,
691216080BS-01,DIN 6912 M16x80 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,25,"1,900",0,402.50,
691216100BS-01,DIN 6912 M16x100 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,25,875,0,485.88,
691212090BS-01,DIN 6912 M12x90 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"2,050",0,230.00,
691205050BS-01,DIN 6912 M5x50 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"14,600",0,22.67,
691216060BS-01,DIN 6912 M16x60 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"4,200",0,307.63,
691208025DS-03,DIN 6912 M8x25 LOW HEAD CAP SCREW 010.9 BLK,DIN 6912,200,"11,400",0,35.94,
691220120BS-01,DIN 6912 M20x120 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,10,870,0,908.50,
691216080DS-03,DIN 6912 M16x80 LOW HEAD CAP SCREW 010.9 BLK,DIN 6912,25,"2,050",0,402.50,
691216055BS-01,DIN 6912 M16x55 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"1,950",0,285.49,
691220100BS-01,DIN 6912 M20x100 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,10,960,0,773.38,
691210016BS-01,DIN 6912 M10x16 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"17,000",0,48.13,
691220080BS-01,DIN 6912 M20x80 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,25,700,0,638.25,
691216060DS-03,DIN 6912 M16x60 LOW HEAD CAP SCREW 010.9 BLK,DIN 6912,50,"1,450",0,307.63,
691205040BS-01,DIN 6912 M5x40 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"11,600",0,20.49,
691210080BS-01,DIN 6912 M10x80 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"2,050",0,150.94,
691212080BS-01,DIN 6912 M12x80 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"3,300",0,207.00,
691212040BS-01,DIN 6912 M12x40 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,100,"5,100",0,115.00,
691206070BS-01,DIN 6912 M6x70 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"9,600",0,46.04,
691205016BS-01,DIN 6912 M5x16 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,500,"25,000",0,10.70,
691206060BS-01,DIN 6912 M6x60 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"1,000",0,39.88,
691206030BS-01,DIN 6912 M6x30 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,500,"15,000",0,21.41,
691208012BS-01,DIN 6912 M8x12 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"14,200",0,22.14,
691220040BS-01,DIN 6912 M20x40 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,25,525,1850,368.00,4/10/2026
691220045BS-01,DIN 6912 M20x45 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,25,825,3300,399.63,4/2/2026
691208025BS-01,DIN 6912 M8x25 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"13,600",26800,35.94,4/2/2026
691216100BS-03,DIN 6912 M16x100 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,25,"1,150",0,476.16,
691220060BS-01,DIN 6912 M20x60 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,25,350,0,494.50,
691205030BS-01,DIN 6912 M5x30 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,500,"13,000",0,15.84,
691206018BS-01,DIN 6912 M6x18 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,500,"32,000",0,15.21,
691206040BS-01,DIN 6912 M6x40 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,500,"15,500",0,27.86,
691212070BS-01,DIN 6912 M12x70 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"7,800",0,186.88,
691210030BS-01,DIN 6912 M10x30 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"2,600",0,63.25,
691220140BS-01,DIN 6912 M20x140 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,10,960,0,1058.00,
691216090BS-01,DIN 6912 M16x90 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"2,325",0,442.75,
691220150BS-01,DIN 6912 M20x150 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,10,"1,030",0,1132.75,
691210025BS-01,DIN 6912 M10x25 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,200,"6,000",0,62.72,
691212100BS-01,DIN 6912 M12x100 LOW HEAD CAP SCREW 08.8 ZNW,DIN 6912,50,"2,400",0,253.00,
691205016BS-03,DIN 6912 M5x16 LOW HEAD CAP SCREW 08.8 BLK,DIN 6912,500,"14,500",0,9.63,
