Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Група кріплення,Матеріал,Клас міцності,Покриття,Діаметр,Упаковка,Головка,Вид різьби,Довжина,Тип різьби,Крок різьби,Розмір під ключ
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M7x60 8,8 цинк","933-7-60-8,8ц","
                                    6,78                                ",Високоміцне кріплення,Сталь,8.8,Цинк,7.0,200,Шестигранна,Повна,60,Метрична,1.0,11.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M7x80 8,8 цинк","933-7-80-8,8ц","
                                    9,06                                ",Високоміцне кріплення,Сталь,8.8,Цинк,7.0,200,Шестигранна,Повна,80,Метрична,1.0,11.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x8 8,8 цинк","933-8-8-8,8ц","
                                    7,79                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,8,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x10 8,8 цинк","933-8-10-8,8ц","
                                    2,70                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"600, 200",Шестигранна,Повна,10,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x12 8,8 цинк","933-8-12-8,8ц","
                                    2,47                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,12,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x14 8,8 цинк","933-8-14-8,8ц","
                                    3,02                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,14,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x16 8,8 цинк","933-8-16-8,8ц","
                                    2,59                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"250, 200",Шестигранна,Повна,16,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x18 8,8 цинк","933-8-18-8,8ц","
                                    2,89                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"300, 200",Шестигранна,Повна,18,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x20 8,8 цинк","933-8-20-8,8ц","
                                    2,96                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,20,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x22 8,8 цинк","933-8-22-8,8ц","
                                    3,41                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,22,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x25 8,8 цинк","933-8-25-8,8ц","
                                    3,60                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,25,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x28 8,8 цинк","933-8-28-8,8ц","
                                    8,46                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,28,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x30 8,8 цинк","933-8-30-8,8ц","
                                    3,02                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,30,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x35 8,8 цинк","933-8-35-8,8ц","
                                    3,24                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,35,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x40 8,8 цинк","933-8-40-8,8ц","
                                    3,78                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,40,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x45 8,8 цинк","933-8-45-8,8ц","
                                    3,78                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,45,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x50 8,8 цинк","933-8-50-8,8ц","
                                    4,32                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"200, 100",Шестигранна,Повна,50,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x55 8,8 цинк","933-8-55-8,8ц","
                                    5,94                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"100, 150, 200",Шестигранна,Повна,55,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x60 8,8 цинк L","933-8-60-8,8 L","
                                    -                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,1000,Шестигранна,Повна,60,Метрична,,
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x60 8,8 цинк","933-8-60-8,8ц","
                                    5,18                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,60,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x65 8,8 цинк","933-8-65-8,8ц","
                                    6,97                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"100, 200",Шестигранна,Повна,65,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x70 8,8 цинк","933-8-70-8,8ц","
                                    7,65                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"200, 100",Шестигранна,Повна,70,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x75 8,8 цинк","933-8-75-8,8ц","
                                    7,96                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,75,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x80 8,8 цинк","933-8-80-8,8ц","
                                    8,10                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"100, 200",Шестигранна,Повна,80,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x85 8,8 цинк","933-8-85-8,8ц","
                                    16,50                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,200,Шестигранна,Повна,85,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x90 8,8 цинк","933-8-90-8,8ц","
                                    6,45                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,90,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x95 8,8 цинк","933-8-95-8,8ц","
                                    14,31                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,95,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x100 8,8 цинк","933-8-100-8,8ц","
                                    9,67                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,100,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x110 8,8 цинк","933-8-110-8,8ц","
                                    10,98                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,110,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x120 8,8 цинк","933-8-120-8,8ц","
                                    10,80                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,120,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x130 8,8 цинк","933-8-130-8,8ц","
                                    37,23                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,130,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x140 8,8 цинк","933-8-140-8,8ц","
                                    13,14                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,140,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x150 8,8 цинк","933-8-150-8,8ц","
                                    13,83                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,"100, 50",Шестигранна,Повна,150,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x160 8,8 цинк","933-8-160-8,8ц","
                                    43,93                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,160,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x170 8,8 цинк","933-8-170-8,8ц","
                                    47,84                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,170,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x180 8,8 цинк","933-8-180-8,8ц","
                                    67,95                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,180,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x190 8,8 цинк","933-8-190-8,8ц","
                                    57,23                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,190,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M8x200 8,8 цинк","933-8-200-8,8ц","
                                    66,16                                ",Високоміцне кріплення,Сталь,8.8,Цинк,8.0,100,Шестигранна,Повна,200,Метрична,1.25,13.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x10 8,8 цинк","933-10-10-8,8ц","
                                    6,48                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,10,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x12 8,8 цинк","933-10-12-8,8ц","
                                    5,83                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,12,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x14 8,8 цинк","933-10-14-8,8ц","
                                    5,40                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,14,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x16 8,8 цинк","933-10-16-8,8ц","
                                    4,75                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,16,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x18 8,8 цинк","933-10-18-8,8ц","
                                    6,95                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,18,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x20 8,8 цинк","933-10-20-8,8ц","
                                    5,10                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,20,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x22 8,8 цинк","933-10-22-8,8ц","
                                    8,21                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,22,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x25 8,8 цинк","933-10-25-8,8ц","
                                    4,32                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,25,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x28 8,8 цинк","933-10-28-8,8ц","
                                    10,33                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,28,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x30 8,8 цинк","933-10-30-8,8ц","
                                    4,75                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,200,Шестигранна,Повна,30,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x35 8,8 цинк","933-10-35-8,8ц","
                                    6,91                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,35,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x40 8,8 цинк","933-10-40-8,8ц","
                                    6,91                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,40,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x45 8,8 цинк","933-10-45-8,8ц","
                                    6,91                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,45,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x50 8,8 цинк","933-10-50-8,8ц","
                                    6,48                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,50,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x55 8,8 цинк","933-10-55-8,8ц","
                                    6,91                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,55,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x60 8,8 цинк","933-10-60-8,8ц","
                                    10,76                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,60,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x65 8,8 цинк","933-10-65-8,8ц","
                                    11,63                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,65,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x70 8,8 цинк","933-10-70-8,8ц","
                                    11,89                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,70,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x75 8,8 цинк","933-10-75-8,8ц","
                                    12,52                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,75,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x80 8,8 цинк","933-10-80-8,8ц","
                                    9,07                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,"50, 100",Шестигранна,Повна,80,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x85 8,8 цинк","933-10-85-8,8ц","
                                    17,28                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,85,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x90 8,8 цинк","933-10-90-8,8ц","
                                    10,80                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,"50, 100",Шестигранна,Повна,90,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x95 8,8 цинк","933-10-95-8,8ц","
                                    30,24                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,100,Шестигранна,Повна,95,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x100 8,8 цинк","933-10-100-8,8ц","
                                    10,80                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,"50, 100",Шестигранна,Повна,100,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x110 8,8 цинк","933-10-110-8,8ц","
                                    17,28                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,50,Шестигранна,Повна,110,Метрична,1.5,17.0
Болти,Болти з шестигранною головкою," DIN 933 8,8 цинк Болт з шестигранною головкою і повною різьбою ","Болт DIN 933 M10x120 8,8 цинк","933-10-120-8,8ц","
                                    18,36                                ",Високоміцне кріплення,Сталь,8.8,Цинк,10.0,50,Шестигранна,Повна,120,Метрична,1.5,17.0
