Article code,Item Full Name,Item Full Name English,Standard Name,Standard Code,Standard Group,Item article,Metric thread M,Thread pitch,Length,Coating,Material,Option,Packaging,King Name,King Size,King Code
242335,Анкер М16 /20х240  YZn двохроз. з гайкою TN2011 (2 шт),,TN,2011,TN 2011 YZn,Анкер,16,,240,YZn,,,2,,,
164508,Анкер М16 /20х250  YZn двохроз. з гайкою TN2011 (2 шт),,TN,2011,TN 2011 YZn,Анкер,16,,250,YZn,,,2,,,
262156,Анкер М16 /20х260  YZn двохроз. з гайкою TN2011 (2 шт),,TN,2011,TN 2011 YZn,Анкер,16,,260,YZn,,,2,,,
242336,Анкер М16 /20х280  YZn двохроз. з гайкою TN2011 (2 шт),,TN,2011,TN 2011 YZn,Анкер,16,,280,YZn,,,2,,,
242337,Анкер М16 /20х300  YZn двохроз. з гайкою TN2011 (2 шт),,TN,2011,TN 2011 YZn,Анкер,16,,300,YZn,,,2,,,
238630,Анкер М16 /20х330  YZn двохроз. з гайкою TN2011 (2 шт),,TN,2011,TN 2011 YZn,Анкер,16,,330,YZn,,,2,,,
242338,Анкер М16 /20х340  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,16,,340,YZn,,,1,,,
242339,Анкер М16 /20х360  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,16,,360,YZn,,,1,,,
242340,Анкер М16 /20х400  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,16,,400,YZn,,,1,,,
242341,Анкер М20 /25х160  YZn двохроз. з гайкою TN2011 (5 шт),,TN,2011,TN 2011 YZn,Анкер,20,,160,YZn,,,5,,,
242342,Анкер М20 /25х200  YZn двохроз. з гайкою TN2011 (5 шт),,TN,2011,TN 2011 YZn,Анкер,20,,200,YZn,,,5,,,
164509,Анкер М20 /25х210  YZn двохроз. з гайкою TN2011 (5 шт),,TN,2011,TN 2011 YZn,Анкер,20,,210,YZn,,,5,,,
242343,Анкер М20 /25х240  YZn двохроз. з гайкою TN2011 (2 шт),,TN,2011,TN 2011 YZn,Анкер,20,,240,YZn,,,2,,,
164510,Анкер М20 /25х250  YZn двохроз. з гайкою TN2011 (5 шт),,TN,2011,TN 2011 YZn,Анкер,20,,250,YZn,,,5,,,
242344,Анкер М20 /25х260  YZn двохроз. з гайкою TN2011 (2 шт),,TN,2011,TN 2011 YZn,Анкер,20,,260,YZn,,,2,,,
242345,Анкер М20 /25х300  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,20,,300,YZn,,,1,,,
238636,Анкер М20 /25х330  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,20,,330,YZn,,,1,,,
242346,Анкер М20 /25х340  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,20,,340,YZn,,,1,,,
242347,Анкер М20 /25х360  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,20,,360,YZn,,,1,,,
242348,Анкер М20 /25х400  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,20,,400,YZn,,,1,,,
164511,Анкер М24 /30х200  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,24,,200,YZn,,,1,,,
164512,Анкер М24 /30х250  YZn двохроз. з гайкою TN2011 (6 шт),,TN,2011,TN 2011 YZn,Анкер,24,,250,YZn,,,6,,,
242349,Анкер М24 /30х260  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,24,,260,YZn,,,1,,,
242350,Анкер М24 /30х300  YZn двохроз. з гайкою TN2011 (1 шт),,TN,2011,TN 2011 YZn,Анкер,24,,300,YZn,,,1,,,
164513,Анкер М24 /30х330  YZn двохроз. з гайкою TN2011 (6 шт),,TN,2011,TN 2011 YZn,Анкер,24,,330,YZn,,,6,,,
238652,Анкер М6 /8х40  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,6,,40,YZn,,,1,,,
238653,Анкер М6 /8х45  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,6,,45,YZn,,,1,,,
238654,Анкер М6 /8х60  YZn однороз. з болтом TN2012 (10 шт),,TN,2012,TN 2012 YZn,Анкер,6,,60,YZn,,,10,,,
238655,Анкер М6 /8х75  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,6,,75,YZn,,,1,,,
238656,Анкер М6 /8х85  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,6,,85,YZn,,,1,,,
238657,Анкер М6 /8х90  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,6,,90,YZn,,,1,,,
238658,Анкер М6 /8х100  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,6,,100,YZn,,,1,,,
238659,Анкер М8 /10х50  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,50,YZn,,,1,,,
238660,Анкер М8 /10х55  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,55,YZn,,,1,,,
238661,Анкер М8 /10х60  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,60,YZn,,,1,,,
238662,Анкер М8 /10х75  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,75,YZn,,,1,,,
238663,Анкер М8 /10х80  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,80,YZn,,,1,,,
238664,Анкер М8 /10х85  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,85,YZn,,,1,,,
238665,Анкер М8 /10х100  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,100,YZn,,,1,,,
238666,Анкер М8 /10х110  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,110,YZn,,,1,,,
238667,Анкер М8 /10х115  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,115,YZn,,,1,,,
238668,Анкер М8 /10х120  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,120,YZn,,,1,,,
238669,Анкер М8 /10х125  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,125,YZn,,,1,,,
238670,Анкер М8 /10х130  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,130,YZn,,,1,,,
238671,Анкер М8 /10х140  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,8,,140,YZn,,,1,,,
238672,Анкер М10 /12х65  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,10,,65,YZn,,,1,,,
238673,Анкер М10 /12х70  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,10,,70,YZn,,,1,,,
238674,Анкер М10 /12х80  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,10,,80,YZn,,,1,,,
238675,Анкер М10 /12х100  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,10,,100,YZn,,,1,,,
238676,Анкер М10 /12х110  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,10,,110,YZn,,,1,,,
238677,Анкер М10 /12х120  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,10,,120,YZn,,,1,,,
238678,Анкер М10 /12х140  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,10,,140,YZn,,,1,,,
238679,Анкер М10 /12х150  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,10,,150,YZn,,,1,,,
238680,Анкер М12 /16х80  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,12,,80,YZn,,,1,,,
238681,Анкер М12 /16х100  YZn однороз. з болтом TN2012 (20 шт),,TN,2012,TN 2012 YZn,Анкер,12,,100,YZn,,,20,,,
238682,Анкер М12 /16х130  YZn однороз. з болтом TN2012 (1 шт),,TN,2012,TN 2012 YZn,Анкер,12,,130,YZn,,,1,,,
238683,Анкер М12 /16х140  YZn однороз. з болтом TN2012 (10 шт),,TN,2012,TN 2012 YZn,Анкер,12,,140,YZn,,,10,,,
238545,Анкер М8 /12х140  YZn однороз. з гойдалковим Q-гаком TN2013 (10 шт),,TN,2013,TN 2013 YZn,Анкер,8,,140,YZn,,,10,,,
238546,Анкер М6 /8х40  YZn однороз. з О-гаком TN2014 (100 шт),,TN,2014,TN 2014 YZn,Анкер,6,,40,YZn,,,100,,,
238547,Анкер М6 /8х60  YZn однороз. з О-гаком TN2014 (70 шт),,TN,2014,TN 2014 YZn,Анкер,6,,60,YZn,,,70,,,
238548,Анкер М6 /8х80  YZn однороз. з О-гаком TN2014 (50 шт),,TN,2014,TN 2014 YZn,Анкер,6,,80,YZn,,,50,,,
242515,Анкер М6 /8х100  YZn однороз. з О-гаком TN2014 (30 шт),,TN,2014,TN 2014 YZn,Анкер,6,,100,YZn,,,30,,,
242516,Анкер М8 /10х50  YZn однороз. з О-гаком TN2014 (10 шт),,TN,2014,TN 2014 YZn,Анкер,8,,50,YZn,,,10,,,
242517,Анкер М8 /10х70  YZn однороз. з О-гаком TN2014 (50 шт),,TN,2014,TN 2014 YZn,Анкер,8,,70,YZn,,,50,,,
242518,Анкер М8 /10х100  YZn однороз. з О-гаком TN2014 (50 шт),,TN,2014,TN 2014 YZn,Анкер,8,,100,YZn,,,50,,,
242778,Анкер М8 /10х150  YZn однороз. з О-гаком TN2014 (50 шт),,TN,2014,TN 2014 YZn,Анкер,8,,150,YZn,,,50,,,
242779,Анкер М10 /12х100  YZn однороз. з О-гаком TN2014 (10 шт),,TN,2014,TN 2014 YZn,Анкер,10,,100,YZn,,,10,,,
242780,Анкер М10 /12х125  YZn однороз. з О-гаком TN2014 (30 шт),,TN,2014,TN 2014 YZn,Анкер,10,,125,YZn,,,30,,,
242781,Анкер М10 /12х140  YZn однороз. з О-гаком TN2014 (10 шт),,TN,2014,TN 2014 YZn,Анкер,10,,140,YZn,,,10,,,
242782,Анкер М10 /12х150  YZn однороз. з О-гаком TN2014 (30 шт),,TN,2014,TN 2014 YZn,Анкер,10,,150,YZn,,,30,,,
242793,Анкер М10 /14х150  YZn однороз. з О-гаком TN2014 (2 шт),,TN,2014,TN 2014 YZn,Анкер,10,,150,YZn,,,2,,,
242794,Анкер М10 /14х200  YZn однороз. з О-гаком TN2014 (2 шт),,TN,2014,TN 2014 YZn,Анкер,10,,200,YZn,,,2,,,
242795,Анкер М12 /16х150  YZn однороз. з О-гаком TN2014 (2 шт),,TN,2014,TN 2014 YZn,Анкер,12,,150,YZn,,,2,,,
242796,Анкер М12 /16х200  YZn однороз. з О-гаком TN2014 (2 шт),,TN,2014,TN 2014 YZn,Анкер,12,,200,YZn,,,2,,,
242760,Анкер М6 /8х40  YZn однороз. з L-гаком TN2015 (50 шт),,TN,2015,TN 2015 YZn,Анкер,6,,40,YZn,,,50,,,
242761,Анкер М6 /8х60  YZn однороз. з L-гаком TN2015 (70 шт),,TN,2015,TN 2015 YZn,Анкер,6,,60,YZn,,,70,,,
242762,Анкер М6 /8х80  YZn однороз. з L-гаком TN2015 (50 шт),,TN,2015,TN 2015 YZn,Анкер,6,,80,YZn,,,50,,,
242763,Анкер М6 /8х100  YZn однороз. з L-гаком TN2015 (30 шт),,TN,2015,TN 2015 YZn,Анкер,6,,100,YZn,,,30,,,
242764,Анкер М8 /10х50  YZn однороз. з L-гаком TN2015 (50 шт),,TN,2015,TN 2015 YZn,Анкер,8,,50,YZn,,,50,,,
238549,Анкер М8 /10х60  YZn однороз. з L-гаком TN2015 (50 шт),,TN,2015,TN 2015 YZn,Анкер,8,,60,YZn,,,50,,,
242765,Анкер М8 /10х70  YZn однороз. з L-гаком TN2015 (50 шт),,TN,2015,TN 2015 YZn,Анкер,8,,70,YZn,,,50,,,
242766,Анкер М8 /10х90  YZn однороз. з L-гаком TN2015 (50 шт),,TN,2015,TN 2015 YZn,Анкер,8,,90,YZn,,,50,,,
242767,Анкер М8 /10х100  YZn однороз. з L-гаком TN2015 (50 шт),,TN,2015,TN 2015 YZn,Анкер,8,,100,YZn,,,50,,,
242768,Анкер М8 /10х150  YZn однороз. з L-гаком TN2015 (50 шт),,TN,2015,TN 2015 YZn,Анкер,8,,150,YZn,,,50,,,
238550,Анкер М10 /12х100  YZn однороз. з L-гаком TN2015 (30 шт),,TN,2015,TN 2015 YZn,Анкер,10,,100,YZn,,,30,,,
242769,Анкер М10 /12х130  YZn однороз. з L-гаком TN2015 (30 шт),,TN,2015,TN 2015 YZn,Анкер,10,,130,YZn,,,30,,,
242770,Анкер М10 /12х150  YZn однороз. з L-гаком TN2015 (30 шт),,TN,2015,TN 2015 YZn,Анкер,10,,150,YZn,,,30,,,
242797,Анкер М10 /14х150  YZn однороз. з L-гаком TN2015 (2 шт),,TN,2015,TN 2015 YZn,Анкер,10,,150,YZn,,,2,,,
242798,Анкер М10 /14х200  YZn однороз. з L-гаком TN2015 (2 шт),,TN,2015,TN 2015 YZn,Анкер,10,,200,YZn,,,2,,,
242799,Анкер М12 /16х150  YZn однороз. з L-гаком TN2015 (2 шт),,TN,2015,TN 2015 YZn,Анкер,12,,150,YZn,,,2,,,
242800,Анкер М12 /16х200  YZn однороз. з L-гаком TN2015 (2 шт),,TN,2015,TN 2015 YZn,Анкер,12,,200,YZn,,,2,,,
238551,Анкер М6 /8х40  YZn однороз. із С- гаком TN2016 (100 шт),,TN,2016,TN 2016 YZn,Анкер,6,,40,YZn,,,100,,,
238552,Анкер М6 /8х60  YZn однороз. із С- гаком TN2016 (60 шт),,TN,2016,TN 2016 YZn,Анкер,6,,60,YZn,,,60,,,
238553,Анкер М6 /8х85  YZn однороз. із С- гаком TN2016 (25 шт),,TN,2016,TN 2016 YZn,Анкер,6,,85,YZn,,,25,,,
242771,Анкер М6 /8х100  YZn однороз. із С- гаком TN2016 (50 шт),,TN,2016,TN 2016 YZn,Анкер,6,,100,YZn,,,50,,,
242772,Анкер М8 /10х50  YZn однороз. із С- гаком TN2016 (10 шт),,TN,2016,TN 2016 YZn,Анкер,8,,50,YZn,,,10,,,
242773,Анкер М8 /10х70  YZn однороз. із С- гаком TN2016 (50 шт),,TN,2016,TN 2016 YZn,Анкер,8,,70,YZn,,,50,,,
242774,Анкер М8 /10х100  YZn однороз. із С- гаком TN2016 (32 шт),,TN,2016,TN 2016 YZn,Анкер,8,,100,YZn,,,32,,,
242775,Анкер М8 /10х115  YZn однороз. із С- гаком TN2016 (32 шт),,TN,2016,TN 2016 YZn,Анкер,8,,115,YZn,,,32,,,
242776,Анкер М10 /12х100  YZn однороз. із С- гаком TN2016 (30 шт),,TN,2016,TN 2016 YZn,Анкер,10,,100,YZn,,,30,,,
242777,Анкер М10 /12х130  YZn однороз. із С- гаком TN2016 (30 шт),,TN,2016,TN 2016 YZn,Анкер,10,,130,YZn,,,30,,,
242801,Анкер М10 /14х150  YZn однороз. із С- гаком TN2016 (2 шт),,TN,2016,TN 2016 YZn,Анкер,10,,150,YZn,,,2,,,
242802,Анкер М10 /14х200  YZn однороз. із С- гаком TN2016 (2 шт),,TN,2016,TN 2016 YZn,Анкер,10,,200,YZn,,,2,,,
242803,Анкер М12 /16х150  YZn однороз. із С- гаком TN2016 (2 шт),,TN,2016,TN 2016 YZn,Анкер,12,,150,YZn,,,2,,,
242804,Анкер М12 /16х200  YZn однороз. із С- гаком TN2016 (2 шт),,TN,2016,TN 2016 YZn,Анкер,12,,200,YZn,,,2,,,
242808,Анкер М8 /12х140  YZn однороз. Q-гаком TN2017 (10 шт),,TN,2017,TN 2017 YZn,Анкер,8,,140,YZn,,,10,,,
252234,Анкер М6 /10х70  Zn Fischer з болтом FH II-S TN2018 (50 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 10/ 10 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,6,,70,Zn,,[Fischer],50,,,
252235,Анкер М6 /10х85  Zn Fischer з болтом FH II-S TN2018 (50 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 10/ 25 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,6,,85,Zn,,[Fischer],50,,,
252236,Анкер М6 /10х110  Zn Fischer з болтом FH II-S TN2018 (50 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 10/ 50 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,6,,110,Zn,,[Fischer],50,,,
252237,Анкер М8 /12х90  Zn Fischer з болтом FH II-S TN2018 (50 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 12/ 10 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,8,,90,Zn,,[Fischer],50,,,
252238,Анкер М8 /12х105  Zn Fischer з болтом FH II-S TN2018 (50 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 12/ 25 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,8,,105,Zn,,[Fischer],50,,,
252239,Анкер М8 /12х130  Zn Fischer з болтом FH II-S TN2018 (25 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 12/ 50 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,8,,130,Zn,,[Fischer],25,,,
252240,Анкер М10 /15х106  Zn Fischer з болтом FH II-S TN2018 (25 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 15/ 10 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,10,,106,Zn,,[Fischer],25,,,
252241,Анкер М10 /15х121  Zn Fischer з болтом FH II-S TN2018 (25 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 15/ 25 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,10,,121,Zn,,[Fischer],25,,,
252242,Анкер М10 /15х146  Zn Fischer з болтом FH II-S TN2018 (25 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 15/ 50 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,10,,146,Zn,,[Fischer],25,,,
252243,Анкер М12 /18х132  Zn Fischer з болтом FH II-S TN2018 (20 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 18/ 25 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,12,,132,Zn,,[Fischer],20,,,
252244,Анкер М12 /18х157  Zn Fischer з болтом FH II-S TN2018 (20 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 18/ 50 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,12,,157,Zn,,[Fischer],20,,,
252245,Анкер М16 /24х160  Zn Fischer з болтом FH II-S TN2018 (10 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 24/ 25 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,16,,160,Zn,,[Fischer],10,,,
252246,Анкер М16 /24х185  Zn Fischer з болтом FH II-S TN2018 (10 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 24/ 50 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,16,,185,Zn,,[Fischer],10,,,
252247,Анкер М20 /28х192  Zn Fischer з болтом FH II-S TN2018 (4 шт),"ART 88593 FISCHER-High performance ancho ZP, FH II 28/ 30 S PU=S",TN,2018,TN 2018 [Fischer] Zn,Анкер,20,,192,Zn,,[Fischer],4,,,
252248,Анкер М20 /28х222  Zn Fischer з болтом FH II-S TN2018 (4 шт),,TN,2018,TN 2018 [Fischer] Zn,Анкер,20,,222,Zn,,[Fischer],4,,,
244602,Анкер М6 /10х75  Zn Fischer пт/г FH II-SK TN2019 (50 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 10/ 25 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,6,,75,Zn,,[Fischer],50,,,
244603,Анкер М6 /10х100  Zn Fischer пт/г FH II-SK TN2019 (50 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 10/ 50 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,6,,100,Zn,,[Fischer],50,,,
244604,Анкер М8 /12х90  Zn Fischer пт/г FH II-SK TN2019 (25 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 12/ 15 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,8,,90,Zn,,[Fischer],25,,,
244605,Анкер М8 /12х100  Zn Fischer пт/г FH II-SK TN2019 (25 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 12/ 25 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,8,,100,Zn,,[Fischer],25,,,
244606,Анкер М8 /12х125  Zn Fischer пт/г FH II-SK TN2019 (1 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 12/ 50 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,8,,125,Zn,,[Fischer],1,,,
244607,Анкер М10 /15х100  Zn Fischer пт/г FH II-SK TN2019 (25 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 15/ 15 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,10,,100,Zn,,[Fischer],25,,,
244608,Анкер М10 /15х110  Zn Fischer пт/г FH II-SK TN2019 (25 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 15/ 25 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,10,,110,Zn,,[Fischer],25,,,
244609,Анкер М10 /15х135  Zn Fischer пт/г FH II-SK TN2019 (25 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 15/ 50 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,10,,135,Zn,,[Fischer],25,,,
244610,Анкер М12 /18х115  Zn Fischer пт/г FH II-SK TN2019 (20 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 18/ 15 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,12,,115,Zn,,[Fischer],20,,,
244611,Анкер М12 /18х125  Zn Fischer пт/г FH II-SK TN2019 (20 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 18/ 25 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,12,,125,Zn,,[Fischer],20,,,
244612,Анкер М12 /18х150  Zn Fischer пт/г FH II-SK TN2019 (20 шт),"ART 88594 FISCHER-High performance ancho ZP, FH II 18/ 50 CSK head PU=S",TN,2019,TN 2019 [Fischer] Zn,Анкер,12,,150,Zn,,[Fischer],20,,,
252251,Анкер М6 /10х75  Zn Fischer з ковп. гайкою FH II-H TN2020 (50 шт),ART 88590 FISCHER-heavy-duty anchor ZP FH II 10/ 10 H PU=S,TN,2020,TN 2020 [Fischer] Zn,Анкер,6,,75,Zn,,[Fischer],50,,,
252252,Анкер М6 /10х90  Zn Fischer з ковп. гайкою FH II-H TN2020 (50 шт),ART 88590 FISCHER-heavy-duty anchor ZP FH II 10/ 25 H PU=S,TN,2020,TN 2020 [Fischer] Zn,Анкер,6,,90,Zn,,[Fischer],50,,,
252253,Анкер М6 /10х115  Zn Fischer з ковп. гайкою FH II-H TN2020 (50 шт),ART 88590 FISCHER-heavy-duty anchor ZP FH II 10/ 50 H PU=S,TN,2020,TN 2020 [Fischer] Zn,Анкер,6,,115,Zn,,[Fischer],50,,,
252254,Анкер М8 /12х100  Zn Fischer з ковп. гайкою FH II-H TN2020 (50 шт),ART 88590 FISCHER-heavy-duty anchor ZP FH II 12/ 10 H PU=S,TN,2020,TN 2020 [Fischer] Zn,Анкер,8,,100,Zn,,[Fischer],50,,,
252255,Анкер М8 /12х115  Zn Fischer з ковп. гайкою FH II-H TN2020 (50 шт),ART 88590 FISCHER-heavy-duty anchor ZP FH II 12/ 25 H PU=S,TN,2020,TN 2020 [Fischer] Zn,Анкер,8,,115,Zn,,[Fischer],50,,,
252256,Анкер М8 /12х140  Zn Fischer з ковп. гайкою FH II-H TN2020 (25 шт),ART 88590 FISCHER-heavy-duty anchor ZP FH II 12/ 50 H PU=S,TN,2020,TN 2020 [Fischer] Zn,Анкер,8,,140,Zn,,[Fischer],25,,,
